TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
Naxe	Naxe	All Targets	RNA	Endogenous	01	1.845359071	16.40319174	10.54490898	8.785505684	1	1	246703
Mef2d	Mef2d	All Targets	RNA	Endogenous	01	10.25199484	29.44721922	19.59826833	19.61015865	1	1	17261
Slbp	Slbp	All Targets	RNA	Endogenous	01	2.636227244	18.45359071	9.581672099	8.844355491	1	1	20492
Lgals8	Lgals8	All Targets	RNA	Endogenous	01	0.971241616	22.14430885	10.29300282	8.968205659	1	1	56048
Hspb8	Hspb8	All Targets	RNA	Endogenous	01	3.075598451	21.36731556	12.08798911	11.07523857	1	1	80888
Gabarapl1	Gabarapl1	All Targets	RNA	Endogenous	01	13.84019303	63.04976825	28.39013955	28.29536301	1	1	57436
Pbk	Pbk	All Targets	RNA	Endogenous	01	3.075598451	22.14430885	11.80310834	10.584962	1	1	52033
Pgm2l1	Pgm2l1	All Targets	RNA	Endogenous	01	5.272454488	26.91148645	14.10306469	13.37466928	1	1	70974
Man2a1	Man2a1	All Targets	RNA	Endogenous	01	8.741174546	48.90201538	24.82447321	23.56093103	1	1	17158
She	She	All Targets	RNA	Endogenous	01	10.25199484	39.88356701	17.25553782	16.58710796	1	1	214547
Chrac1	Chrac1	All Targets	RNA	Endogenous	01	7.381436283	30.75598451	13.71878783	13.54310267	1	1	93696
Rnd3	Rnd3	All Targets	RNA	Endogenous	01	1.845359071	28.16600687	9.226795354	8.761263651	1	1	74194
Ctso	Ctso	All Targets	RNA	Endogenous	01	2.050398968	21.80878902	9.581672099	8.818858103	1	1	229445
Angpt2	Angpt2	All Targets	RNA	Endogenous	01	6.710396621	121.405202	33.21646327	32.07774937	1	1	11601
Thbd	Thbd	All Targets	RNA	Endogenous	01	4.613397677	23.37454823	9.889231944	10.06901204	1	1	21824
H3c1	"H3c10,H3c11,H3c8,H3c1"	All Targets	RNA	Endogenous	01	11.14904439	319.8622389	103.186328	82.24842571	1	1	360198
Utp3	Utp3	All Targets	RNA	Endogenous	01	4.613397677	23.06698839	11.80310834	11.58924245	1	1	65961
Col18a1	Col18a1	All Targets	RNA	Endogenous	01	4.228947871	88.38298708	28.96188542	24.01581448	1	1	12822
Abi1	Abi1	All Targets	RNA	Endogenous	01	9.226795354	33.21646327	22.81965005	21.90296245	1	1	11308
Cyrib	Cyrib	All Targets	RNA	Endogenous	01	8.333879675	93.03685315	43.57428516	38.31478525	1	1	223601
Cacna1a	Cacna1a	All Targets	RNA	Endogenous	01	1.230239381	18.8462203	11.07215442	9.784540513	1	1	12286
Ache	Ache	All Targets	RNA	Endogenous	01	2.839013955	21.36731556	8.947195495	8.589447339	1	1	11423
Calm2	Calm2	All Targets	RNA	Endogenous	01	20.76028955	171.4646137	47.97933584	53.06331878	1	1	12314
Zrsr2	Zrsr2	All Targets	RNA	Endogenous	01	3.075598451	19.99138993	10.9183745	10.80460442	1	1	22184
Tpm4	Tpm4	All Targets	RNA	Endogenous	01	13.05253977	98.09540324	56.48454848	50.03146971	1	1	326618
Olfml3	Olfml3	All Targets	RNA	Endogenous	01	2.636227244	26.14258684	10.43945989	9.495940096	1	1	99543
Eif3i	Eif3i	All Targets	RNA	Endogenous	01	9.995694967	38.22529504	22.49031368	21.05673763	1	1	54709
Acyp1	Acyp1	All Targets	RNA	Endogenous	01	2.306698839	19.42483232	10.02812994	9.759047689	1	1	66204
Klf3	Klf3	All Targets	RNA	Endogenous	01	7.688996128	26.52703664	15.61270898	15.7285875	1	1	16599
Hmgn3	Hmgn3	All Targets	RNA	Endogenous	01	3.690718142	25.37368722	14.18969286	13.58212551	1	1	94353
Prrx2	Prrx2	All Targets	RNA	Endogenous	01	4.613397677	25.16398733	10.9183745	10.65022757	1	1	20204
Fat1	Fat1	All Targets	RNA	Endogenous	01	4.258520933	22.62053055	9.966121905	10.09795928	1	1	14107
Ndufs8	Ndufs8	All Targets	RNA	Endogenous	01	4.613397677	24.60478761	12.65649231	12.36205129	1	1	225887
Csde1	Csde1	All Targets	RNA	Endogenous	01	11.23262043	42.73463111	25.11738735	24.41324898	1	1	229663
Gm40460	"Gm2431,Krtap5-4,Gm10013,Krtap5-1,Krtap5-3,Gm40460,Gm4559,Gm46022"	All Targets	RNA	Endogenous	01	4.613397677	20.76028955	11.07215442	10.90268202	1	1	105244938
Prmt9	Prmt9	All Targets	RNA	Endogenous	01	2.306698839	22.55438864	11.01448695	10.6285904	1	1	102182
Lmna	Lmna	All Targets	RNA	Endogenous	01	4.613397677	23.06698839	15.69379031	14.52809274	1	1	16905
Ccdc25	Ccdc25	All Targets	RNA	Endogenous	01	3.690718142	17.22335133	9.828827391	9.272831688	1	1	67179
Emc6	Emc6	All Targets	RNA	Endogenous	01	7.381436283	24.60478761	13.84019303	13.80089967	1	1	66048
Uqcc1	Uqcc1	All Targets	RNA	Endogenous	01	3.690718142	18.45359071	10.18263673	9.529372239	1	1	56046
Ubald1	Ubald1	All Targets	RNA	Endogenous	01	3.690718142	17.13547709	11.34826168	9.899674552	1	1	207740
Brd4	Brd4	All Targets	RNA	Endogenous	01	6.151196903	39.82090627	19.0687104	18.48160168	1	1	57261
Retreg3	Retreg3	All Targets	RNA	Endogenous	01	3.690718142	26.36227244	15.0983924	14.55297903	1	1	67998
Fam220a	Fam220a	All Targets	RNA	Endogenous	01	2.636227244	19.37627024	9.734937707	9.103541014	1	1	67238
Psme1	Psme1	All Targets	RNA	Endogenous	01	15.61457675	63.1680605	25.07052109	25.23473712	1	1	19186
Pttg1	Pttg1	All Targets	RNA	Endogenous	01	3.075598451	27.68038606	10.76459458	10.51172362	1	1	30939
Chchd1	Chchd1	All Targets	RNA	Endogenous	01	15.0362591	54.20742271	29.15667332	29.40682336	1	1	66121
Ehd3	Ehd3	All Targets	RNA	Endogenous	01	0.971241616	18.45359071	8.422945759	7.058749566	1	1	57440
Naga	Naga	All Targets	RNA	Endogenous	01	3.690718142	26.65518658	11.00380779	10.44407948	1	1	17939
Arf3	Arf3	All Targets	RNA	Endogenous	01	3.690718142	41.9050289	11.917944	12.17184196	1	1	11842
Pelp1	Pelp1	All Targets	RNA	Endogenous	01	7.295605629	27.68038606	13.910093	13.39803626	1	1	75273
Nrsn2	Nrsn2	All Targets	RNA	Endogenous	01	3.690718142	28.51918564	7.980600275	8.310909606	1	1	228777
Cnot2	Cnot2	All Targets	RNA	Endogenous	01	3.690718142	28.70558555	13.42523134	12.91695499	1	1	72068
Samhd1	Samhd1	All Targets	RNA	Endogenous	01	3.075598451	31.938907	11.0603252	10.45607077	1	1	56045
Rab32	Rab32	All Targets	RNA	Endogenous	01	4.613397677	20.29894978	12.30239381	11.55727058	1	1	67844
Prdx6	Prdx6	All Targets	RNA	Endogenous	01	3.548767444	56.51412154	10.70544846	11.97640526	1	1	11758
Mdh1	Mdh1	All Targets	RNA	Endogenous	01	9.226795354	84.02273216	31.80327881	31.27569371	1	1	17449
Svip	Svip	All Targets	RNA	Endogenous	01	2.306698839	20.76028955	7.535216206	7.239862789	1	1	75744
Ccl11	Ccl11	All Targets	RNA	Endogenous	01	3.075598451	56.67888575	11.44477501	11.6950975	1	1	20292
Emp1	Emp1	All Targets	RNA	Endogenous	01	5.766747096	49.97847483	20.59864102	19.68416201	1	1	13730
Rrs1	Rrs1	All Targets	RNA	Endogenous	01	4.762216957	30.75598451	15.51779219	14.97931079	1	1	59014
Txndc17	Txndc17	All Targets	RNA	Endogenous	01	1.230239381	22.14430885	11.16217194	10.64704246	1	1	52700
Ube2v2	Ube2v2	All Targets	RNA	Endogenous	01	9.936548843	21.29260466	13.23666651	14.02427081	1	1	70620
Myct1	Myct1	All Targets	RNA	Endogenous	01	5.766747096	27.68038606	12.37391935	12.4499291	1	1	68632
Pgam1	Pgam1	All Targets	RNA	Endogenous	01	6.151196903	47.11555074	23.09924991	23.25421958	1	1	18648
Prkcb	Prkcb	All Targets	RNA	Endogenous	01	2.636227244	63.01226095	8.055138801	8.885560912	1	1	18751
Atxn7l3b	Atxn7l3b	All Targets	RNA	Endogenous	01	3.690718142	22.95446649	12.6137169	11.97206541	1	1	382423
Stard3nl	Stard3nl	All Targets	RNA	Endogenous	01	3.690718142	23.98966792	11.03289147	10.46077141	1	1	76205
Tmem219	Tmem219	All Targets	RNA	Endogenous	01	3.690718142	16.72356658	8.270953975	8.228976523	1	1	68742
Gnai3	Gnai3	All Targets	RNA	Endogenous	01	6.151196903	50.50456404	25.69307629	23.37498382	1	1	14679
Lrig1	Lrig1	All Targets	RNA	Endogenous	01	0.971241616	17.13547709	7.88471603	7.156321833	1	1	16206
Cnn3	Cnn3	All Targets	RNA	Endogenous	01	12.30239381	55.36077212	32.61998358	31.17949475	1	1	71994
Fars2	Fars2	All Targets	RNA	Endogenous	01	3.588198193	18.45359071	9.646195143	9.032436005	1	1	69955
Pnma1	Pnma1	All Targets	RNA	Endogenous	01	6.151196903	27.68038606	11.44477501	11.47009274	1	1	70481
Gdpd5	Gdpd5	All Targets	RNA	Endogenous	01	0.971241616	18.45359071	8.422945759	7.76255768	1	1	233552
Ssr2	Ssr2	All Targets	RNA	Endogenous	01	3.690718142	39.54340866	20.38595684	19.11792618	1	1	66256
Wdfy3	Wdfy3	All Targets	RNA	Endogenous	01	3.954340866	14.88192799	10.9183745	9.914349936	1	1	72145
Matk	Matk	All Targets	RNA	Endogenous	01	0.512599742	25.16398733	8.004442123	7.250531755	1	1	17179
Shc1	Shc1	All Targets	RNA	Endogenous	01	5.401050939	37.67608103	18.45359071	18.12167015	1	1	20416
Grm5	Grm5	All Targets	RNA	Endogenous	01	1.845359071	22.05429133	6.151196903	6.466608678	1	1	108071
Wfdc21	Wfdc21	All Targets	RNA	Endogenous	01	3.571662718	23.06698839	10.31606981	9.633854423	1	1	66107
Rnf113a1	Rnf113a1	All Targets	RNA	Endogenous	01	5.125997419	23.98966792	9.930945526	10.39785323	1	1	69942
Vpreb1	"Vpreb1,Vpreb2"	All Targets	RNA	Endogenous	01	4.166939837	23.7260452	9.800657016	9.878043747	1	1	22362
Nipbl	Nipbl	All Targets	RNA	Endogenous	01	3.355198311	34.27095417	12.30239381	12.05689966	1	1	71175
Emilin1	Emilin1	All Targets	RNA	Endogenous	01	1.537799226	20.50398968	8.547496509	8.14215807	1	1	100952
Sbf1	Sbf1	All Targets	RNA	Endogenous	01	4.100797935	23.06698839	12.46426741	11.93763422	1	1	77980
Rtkn	Rtkn	All Targets	RNA	Endogenous	01	4.968274421	20.29894978	10.54490898	9.75039205	1	1	20166
Ccz1	Ccz1	All Targets	RNA	Endogenous	01	7.381436283	28.44928568	17.83847102	17.5572969	1	1	231874
Mkrn2	Mkrn2	All Targets	RNA	Endogenous	01	2.306698839	15.75306524	9.226795354	8.731320381	1	1	67027
Fbxl16	Fbxl16	All Targets	RNA	Endogenous	01	0.971241616	90.91769081	7.915294342	8.938069397	1	1	214931
H2-T23	"H2-T23,H2-T-ps"	All Targets	RNA	Endogenous	01	3.004072906	18.45359071	8.055138801	7.685719507	1	1	15040
Dnajc18	Dnajc18	All Targets	RNA	Endogenous	01	3.884966465	16.60823164	12.37391935	11.53160738	1	1	76594
Cspp1	Cspp1	All Targets	RNA	Endogenous	01	1.845359071	16.40319174	7.90428802	8.018066186	1	1	211660
Kmt2e	Kmt2e	All Targets	RNA	Endogenous	01	10.06559493	36.3119043	23.41299321	22.46395575	1	1	69188
Klf4	Klf4	All Targets	RNA	Endogenous	01	2.050398968	23.30979879	9.889231944	8.71080405	1	1	16600
Tnfrsf1b	Tnfrsf1b	All Targets	RNA	Endogenous	01	6.151196903	23.06698839	12.19633869	11.96860499	1	1	21938
Gna12	Gna12	All Targets	RNA	Endogenous	01	5.272454488	39.54340866	19.25666364	17.78957113	1	1	14673
Myef2	Myef2	All Targets	RNA	Endogenous	01	6.151196903	19.92987796	12.65351921	12.4835927	1	1	17876
Cr1l	Cr1l	All Targets	RNA	Endogenous	01	4.613397677	18.45359071	11.22920626	10.84967698	1	1	12946
Ctnnd2	Ctnnd2	All Targets	RNA	Endogenous	01	1.419506978	21.14473935	7.159252582	6.957851044	1	1	18163
Zmat3	Zmat3	All Targets	RNA	Endogenous	01	3.690718142	23.21580767	12.37391935	11.71490436	1	1	22401
Vmn1r100	"Vmn1r151,Vmn1r152,Vmn1r155,Vmn1r157,Vmn1r159,Vmn1r259,Vmn1r252,Vmn1r257,Vmn1r256,Vmn1r254,Vmn1r125,Vmn1r124,Vmn1r91,Vmn1r120,Vmn1r123,Vmn1r122,Vmn1r107,Vmn1r160,Vmn1r163,Vmn1r104,Vmn1r165,Vmn1r128,Vmn1r166,Vmn1r143,Vmn1r142,Vmn1r148,Vmn1r95,Vmn1r248,Vmn1r242,Vmn1r244,Vmn1r138,Vmn1r246,Vmn1r139,Vmn1r103,Vmn1r132,Vmn1r130,Vmn1r131,Vmn1r118,Vmn1r137,Vmn1r94,Vmn1r135,Vmn1r115,Vmn1r116,Vmn1r100,Vmn1r111,Vmn1r112"	All Targets	RNA	Endogenous	01	2.306698839	23.835888	11.15238743	11.20064224	1	1	100043536
Vmn2r19	Vmn2r19	All Targets	RNA	Endogenous	01	2.636227244	21.80878902	8.294795823	8.036276747	1	1	232358
Tmeff1	Tmeff1	All Targets	RNA	Endogenous	01	0.922679535	18.8462203	7.884272221	6.849613642	1	1	230157
Ddx58	Ddx58	All Targets	RNA	Endogenous	01	6.920096516	27.68038606	12.81857816	13.39818504	1	1	230073
Fkbp3	Fkbp3	All Targets	RNA	Endogenous	01	3.690718142	22.29808877	9.226795354	9.159295165	1	1	30795
Trmt13	Trmt13	All Targets	RNA	Endogenous	01	1.537799226	19.60694013	11.14575849	9.760499951	1	1	229780
Mmut	Mmut	All Targets	RNA	Endogenous	01	11.65489939	30.75598451	18.75122927	18.84466914	1	1	17850
Nampt	Nampt	All Targets	RNA	Endogenous	01	3.690718142	52.96864	19.0687104	19.29551753	1	1	59027
Araf	Araf	All Targets	RNA	Endogenous	01	1.845359071	23.06698839	10.73979137	10.67385036	1	1	11836
Snn	Snn	All Targets	RNA	Endogenous	01	3.571662718	28.70558555	14.67704191	13.32255621	1	1	20621
Pde4b	Pde4b	All Targets	RNA	Endogenous	01	3.690718142	40.79214788	13.6091105	12.70512855	1	1	18578
Lsg1	Lsg1	All Targets	RNA	Endogenous	01	4.228947871	18.45359071	10.79110836	10.79530633	1	1	224092
Timm17b	Timm17b	All Targets	RNA	Endogenous	01	5.766747096	44.59617754	14.6657484	13.78456402	1	1	21855
Kidins220	Kidins220	All Targets	RNA	Endogenous	01	1.537799226	27.68038606	13.37419327	13.15723098	1	1	77480
Lig1	Lig1	All Targets	RNA	Endogenous	01	5.104184664	33.44713316	13.57732137	13.8752344	1	1	16881
Srrm1	Srrm1	All Targets	RNA	Endogenous	01	3.075598451	20.7040286	14.68598261	12.95112055	1	1	51796
Map7d1	Map7d1	All Targets	RNA	Endogenous	01	3.690718142	20.91406947	13.76578339	12.84585836	1	1	245877
Eif2s3x	Eif2s3x	All Targets	RNA	Endogenous	01	7.76993293	24.13161862	14.76287257	14.29059254	1	1	26905
Ly75	Ly75	All Targets	RNA	Endogenous	01	2.913724849	15.37799226	8.687382703	8.434848777	1	1	17076
Gapdh	"Gm29667,Gapdh,Gm12070"	All Targets	RNA	Endogenous	01	31.52488413	162.7271181	70.99506425	70.16014392	1	1	14433
Prss46	Prss46	All Targets	RNA	Endogenous	01	1.942483232	26.36227244	11.76104089	10.96322701	1	1	74306
Prkar2b	Prkar2b	All Targets	RNA	Endogenous	01	4.920957522	25.83502699	9.77143258	10.25386329	1	1	19088
Hspd1	Hspd1	All Targets	RNA	Endogenous	01	7.097534888	22.14430885	13.04097838	13.34870154	1	1	15510
Slc39a11	Slc39a11	All Targets	RNA	Endogenous	01	3.075598451	16.60823164	8.919235509	8.265343536	1	1	69806
Ssb	Ssb	All Targets	RNA	Endogenous	01	13.84019303	63.26945386	37.26205816	35.95674869	1	1	20823
Osbp	Osbp	All Targets	RNA	Endogenous	01	4.613397677	25.83502699	12.92342811	12.25420085	1	1	76303
Cdk5r2	Cdk5r2	All Targets	RNA	Endogenous	01	2.636227244	21.52918916	7.788610653	8.526722112	1	1	12570
Nudt3	Nudt3	All Targets	RNA	Endogenous	01	2.636227244	25.75813703	13.3859508	12.89298404	1	1	56409
Sash1	Sash1	All Targets	RNA	Endogenous	01	6.151196903	33.44713316	18.90367829	18.20205627	1	1	70097
Ndrg1	Ndrg1	All Targets	RNA	Endogenous	01	1.845359071	38.06053084	9.939977604	11.61454787	1	1	17988
Nptn	Nptn	All Targets	RNA	Endogenous	01	8.825630339	71.50766399	21.64408221	22.44676199	1	1	20320
Sparcl1	Sparcl1	All Targets	RNA	Endogenous	01	53.31037316	298.1711762	136.2236523	130.0920976	1	1	13602
Prepl	Prepl	All Targets	RNA	Endogenous	01	2.636227244	26.3061825	8.394670574	8.893030816	1	1	213760
Ash2l	Ash2l	All Targets	RNA	Endogenous	01	2.050398968	22.14430885	7.535216206	7.447174969	1	1	23808
Pebp1	Pebp1	All Targets	RNA	Endogenous	01	6.151196903	50.36292464	22.84052426	23.88951591	1	1	23980
Khnyn	Khnyn	All Targets	RNA	Endogenous	01	2.050398968	18.45359071	10.04301187	9.00950619	1	1	219094
Mapk1	Mapk1	All Targets	RNA	Endogenous	01	10.54490898	47.50818033	24.77039676	24.44978674	1	1	26413
Abcf2	Abcf2	All Targets	RNA	Endogenous	01	2.636227244	27.68038606	13.53020188	12.6442811	1	1	27407
Atp6v0e2	Atp6v0e2	All Targets	RNA	Endogenous	01	2.050398968	24.2203378	9.889231944	9.660566253	1	1	76252
Mgp	Mgp	All Targets	RNA	Endogenous	01	7.097534888	1150.075395	47.53197607	52.39752591	1	1	17313
Gabbr2	Gabbr2	All Targets	RNA	Endogenous	01	3.075598451	37.29981101	8.073445935	8.148332874	1	1	242425
Colq	Colq	All Targets	RNA	Endogenous	01	4.762216957	30.75598451	13.84019303	13.14277631	1	1	382864
Pacsin2	Pacsin2	All Targets	RNA	Endogenous	01	3.690718142	23.7260452	12.7008519	12.82842937	1	1	23970
Usp28	Usp28	All Targets	RNA	Endogenous	01	6.458756748	23.06698839	11.56028166	11.79048208	1	1	235323
Txndc5	Txndc5	All Targets	RNA	Endogenous	01	3.690718142	18.45359071	8.387995776	8.493467972	1	1	105245
Micos13	Micos13	All Targets	RNA	Endogenous	01	7.381436283	25.83502699	15.78521435	14.76741895	1	1	224904
Pvr	Pvr	All Targets	RNA	Endogenous	01	2.306698839	23.06698839	12.63752798	12.36794509	1	1	52118
Uck2	Uck2	All Targets	RNA	Endogenous	01	2.306698839	15.99311195	8.267737773	8.19328561	1	1	80914
Rit2	Rit2	All Targets	RNA	Endogenous	01	3.954340866	25.83502699	8.487468803	8.152188766	1	1	19762
Mrps33	Mrps33	All Targets	RNA	Endogenous	01	1.845359071	18.45359071	8.842345548	8.691627559	1	1	14548
Ctsz	Ctsz	All Targets	RNA	Endogenous	01	6.710396621	36.90718142	14.76287257	15.74274766	1	1	64138
Adam23	Adam23	All Targets	RNA	Endogenous	01	2.050398968	27.00525469	9.734937707	9.438567105	1	1	23792
Vps36	Vps36	All Targets	RNA	Endogenous	01	6.151196903	19.1633442	11.11059941	10.55719558	1	1	70160
Txnip	Txnip	All Targets	RNA	Endogenous	01	10.25199484	60.7182662	21.30950356	20.92965806	1	1	56338
Pum2	Pum2	All Targets	RNA	Endogenous	01	7.381436283	37.80735657	22.82651457	22.59270096	1	1	80913
Ipo11	Ipo11	All Targets	RNA	Endogenous	01	3.690718142	23.7260452	10.39845191	10.9193703	1	1	76582
Arl6ip1	Arl6ip1	All Targets	RNA	Endogenous	01	18.45359071	173.2256418	38.84041473	42.34738846	1	1	54208
Gosr1	Gosr1	All Targets	RNA	Endogenous	01	1.677599155	26.52703664	12.42541774	11.40525632	1	1	53334
Rab18	Rab18	All Targets	RNA	Endogenous	01	3.690718142	31.63472693	14.86699941	14.69982659	1	1	19330
Pigp	Pigp	All Targets	RNA	Endogenous	01	5.67802791	26.14258684	15.6616412	15.05844949	1	1	56176
Yaf2	Yaf2	All Targets	RNA	Endogenous	01	6.151196903	28.88388111	17.96372725	16.90695095	1	1	67057
Rpa2	Rpa2	All Targets	RNA	Endogenous	01	5.536077212	28.83373548	12.61764265	12.3772544	1	1	19891
Tppp	Tppp	All Targets	RNA	Endogenous	01	2.839013955	33.44713316	10.76459458	10.27289869	1	1	72948
Rab11fip1	Rab11fip1	All Targets	RNA	Endogenous	01	3.690718142	22.49031368	11.65619094	11.37400669	1	1	75767
Riok3	Riok3	All Targets	RNA	Endogenous	01	3.690718142	28.99849968	12.65649231	12.67572407	1	1	66878
Dhx33	Dhx33	All Targets	RNA	Endogenous	01	5.032797466	21.52918916	11.62464035	11.27935284	1	1	216877
Mogs	Mogs	All Targets	RNA	Endogenous	01	3.690718142	22.14430885	11.21410512	10.83537822	1	1	57377
Gna11	Gna11	All Targets	RNA	Endogenous	01	6.920096516	28.99849968	21.22856675	19.84231142	1	1	14672
Impdh2	Impdh2	All Targets	RNA	Endogenous	01	3.690718142	27.68038606	16.90503764	14.75180432	1	1	23918
Acap2	Acap2	All Targets	RNA	Endogenous	01	5.67802791	23.06698839	13.09817802	12.48619138	1	1	78618
Spryd3	Spryd3	All Targets	RNA	Endogenous	01	2.636227244	18.8462203	11.11506975	11.05861611	1	1	223918
Cyb5r3	Cyb5r3	All Targets	RNA	Endogenous	01	10.54490898	51.25997419	24.60478761	23.66263229	1	1	109754
Prex1	Prex1	All Targets	RNA	Endogenous	01	4.613397677	26.84158648	12.30239381	11.48437187	1	1	277360
Irak1	Irak1	All Targets	RNA	Endogenous	01	7.496771225	33.83158297	14.31850516	13.93006789	1	1	16179
Glyr1	Glyr1	All Targets	RNA	Endogenous	01	3.954340866	21.52918916	11.54962495	11.57110443	1	1	74022
Emp2	Emp2	All Targets	RNA	Endogenous	01	0.922679535	19.37627024	9.226795354	8.204840354	1	1	13731
Gatm	Gatm	All Targets	RNA	Endogenous	01	7.381436283	46.13397677	21.91895394	21.08156838	1	1	67092
Arhgap5	Arhgap5	All Targets	RNA	Endogenous	01	8.517041865	33.21646327	15.61390464	15.77861556	1	1	11855
Slc20a1	Slc20a1	All Targets	RNA	Endogenous	01	3.690718142	23.06698839	12.02279395	12.16909599	1	1	20515
Eno1	"Eno1b,Eno1"	All Targets	RNA	Endogenous	01	30.3591331	407.9214788	201.9284163	152.6698038	1	1	13806
Arap3	Arap3	All Targets	RNA	Endogenous	01	5.272454488	35.98450188	16.07000191	15.70115619	1	1	106952
Mrpl50	Mrpl50	All Targets	RNA	Endogenous	01	5.536077212	24.60478761	13.46171029	13.33078914	1	1	28028
Zdhhc6	Zdhhc6	All Targets	RNA	Endogenous	01	3.075598451	23.7260452	10.18585294	9.572278175	1	1	66980
Pgghg	Pgghg	All Targets	RNA	Endogenous	01	3.588198193	23.98966792	12.03515431	11.40284892	1	1	212974
Kcnj8	Kcnj8	All Targets	RNA	Endogenous	01	2.050398968	25.83502699	10.26877388	10.1066882	1	1	16523
Qrich1	Qrich1	All Targets	RNA	Endogenous	01	7.908681732	38.44498064	21.3743718	20.07947256	1	1	69232
Tmem270	Tmem270	All Targets	RNA	Endogenous	01	3.690718142	23.98966792	12.99440346	12.08913953	1	1	76629
St3gal5	St3gal5	All Targets	RNA	Endogenous	01	4.613397677	25.83502699	11.2083074	11.29742504	1	1	20454
Amotl1	Amotl1	All Targets	RNA	Endogenous	01	3.690718142	25.83502699	15.47720511	14.42854782	1	1	75723
Dph3	Dph3	All Targets	RNA	Endogenous	01	2.636227244	27.68038606	9.777165603	10.21625437	1	1	105638
Atp5j2	Atp5j2	All Targets	RNA	Endogenous	01	11.53349419	36.90718142	21.29260466	21.92038261	1	1	57423
Rin3	Rin3	All Targets	RNA	Endogenous	01	3.075598451	23.7260452	12.23695554	11.15319005	1	1	217835
Creld1	Creld1	All Targets	RNA	Endogenous	01	5.591997184	18.45359071	11.07215442	11.20338329	1	1	171508
Purg	Purg	All Targets	RNA	Endogenous	01	3.954340866	24.60478761	11.07215442	10.35680774	1	1	75029
Pcdh1	Pcdh1	All Targets	RNA	Endogenous	01	3.075598451	36.90718142	21.02940441	19.43868635	1	1	75599
Zfr	Zfr	All Targets	RNA	Endogenous	01	5.67802791	23.98966792	12.37391935	12.77808221	1	1	22763
Marf1	Marf1	All Targets	RNA	Endogenous	01	5.38229729	27.09144168	12.60995365	12.48129937	1	1	223989
Slc2a13	Slc2a13	All Targets	RNA	Endogenous	01	1.318113622	16.6532404	8.121280703	7.978986638	1	1	239606
Scamp3	Scamp3	All Targets	RNA	Endogenous	01	1.318113622	18.45359071	9.903537053	8.708104593	1	1	24045
Tmod3	Tmod3	All Targets	RNA	Endogenous	01	3.690718142	23.06698839	14.72869925	14.03895536	1	1	50875
Aptx	Aptx	All Targets	RNA	Endogenous	01	4.856208081	25.37368722	13.51066463	12.77128579	1	1	66408
Spcs1	Spcs1	All Targets	RNA	Endogenous	01	7.688996128	25.16398733	15.20547319	14.57483877	1	1	69019
Srp68	Srp68	All Targets	RNA	Endogenous	01	8.387995776	36.90718142	18.45359071	18.47513402	1	1	217337
Hspa4	Hspa4	All Targets	RNA	Endogenous	01	3.075598451	21.29260466	12.46426741	10.99909848	1	1	15525
Rhbdf1	Rhbdf1	All Targets	RNA	Endogenous	01	3.460048258	19.64414495	11.77674607	11.08993044	1	1	13650
Tollip	Tollip	All Targets	RNA	Endogenous	01	1.537799226	15.81736346	9.375614634	8.036446992	1	1	54473
Fubp1	Fubp1	All Targets	RNA	Endogenous	01	7.807288377	24.60478761	13.89645398	14.35122218	1	1	51886
Phyhip	Phyhip	All Targets	RNA	Endogenous	01	2.306698839	40.95796962	8.64176304	9.105331394	1	1	105653
Sap30bp	Sap30bp	All Targets	RNA	Endogenous	01	7.381436283	23.48638817	12.61764265	13.36527787	1	1	57230
Dnajc7	Dnajc7	All Targets	RNA	Endogenous	01	6.151196903	23.85464165	14.0176314	13.28926851	1	1	56354
Btf3l4	Btf3l4	All Targets	RNA	Endogenous	01	14.69452593	39.74619537	26.56750504	25.27697156	1	1	70533
Rnf145	Rnf145	All Targets	RNA	Endogenous	01	5.272454488	31.00203239	18.45359071	17.35490704	1	1	74315
Notch1	Notch1	All Targets	RNA	Endogenous	01	2.050398968	18.45359071	11.26305364	10.05007332	1	1	18128
Selenof	Selenof	All Targets	RNA	Endogenous	01	42.28947871	91.03771416	59.79673143	61.17067303	1	1	93684
Parp4	Parp4	All Targets	RNA	Endogenous	01	3.690718142	28.70558555	10.42649688	9.682636642	1	1	328417
Creb3l1	Creb3l1	All Targets	RNA	Endogenous	01	2.306698839	25.83502699	10.3631002	9.4866911	1	1	26427
Polk	Polk	All Targets	RNA	Endogenous	01	3.690718142	20.58285117	12.30239381	11.58763092	1	1	27015
Nostrin	Nostrin	All Targets	RNA	Endogenous	01	6.798691314	38.61584722	20.83717951	19.98852438	1	1	329416
Chtf8	"Chtf8,Derpc"	All Targets	RNA	Endogenous	01	7.688996128	31.22915351	18.45359071	17.70915012	1	1	214987
Krt2	Krt2	All Targets	RNA	Endogenous	01	2.636227244	20.66802159	9.427377862	8.932382462	1	1	16681
Ifit3	Ifit3	All Targets	RNA	Endogenous	01	5.536077212	173.8896048	15.18576735	16.12751706	1	1	15959
Ddah1	Ddah1	All Targets	RNA	Endogenous	01	6.643292655	24.60478761	12.02279395	12.11801633	1	1	69219
Ndufb11	Ndufb11	All Targets	RNA	Endogenous	01	9.936548843	35.33666306	18.45359071	18.15799668	1	1	104130
